index, total_number_packets, total_bytes
172.16.112.149/206.243.238.248, 2, 84
172.16.115.5/207.46.130.139, 16, 672
196.227.33.189/192.168.1.20, 797, 59813
172.16.114.148/197.218.177.69, 5538, 4898118
172.16.114.169/204.152.167.20, 4, 168
172.16.113.84/207.25.71.27, 2, 84
172.16.117.132/205.181.112.122, 6, 252
195.115.218.108/172.16.112.194, 746, 84928
172.16.116.194/167.24.103.4, 2, 84
172.16.117.52/198.3.98.99, 2, 84
172.16.114.169/129.79.74.155, 2, 84
172.16.113.204/209.1.112.251, 9, 791
172.16.117.111/209.3.101.137, 6, 252
172.16.117.132/134.177.3.28, 2, 84
172.16.115.5/207.87.175.70, 4, 168
172.16.117.103/204.71.200.190, 4, 168
172.16.112.194/205.181.112.122, 2, 84
172.16.117.111/208.194.115.139, 2, 84
172.16.114.169/192.208.46.131, 4, 168
172.16.112.149/169.132.14.2, 4, 168
172.16.114.168/199.183.24.253, 24, 1008
172.16.117.132/209.143.212.231, 2, 84
172.16.117.103/129.79.254.195, 12, 504
172.16.117.111/207.87.15.109, 2, 84
172.16.112.149/208.205.234.94, 2, 84
172.16.117.52/209.143.212.231, 2, 84
172.16.117.132/205.228.184.152, 2, 84
172.16.114.148/198.3.98.160, 2, 84
172.16.115.87/207.201.138.189, 10, 420
172.16.112.207/194.27.251.21, 1030, 104248
172.16.113.105/199.45.202.160, 4, 168
172.16.117.132/204.117.137.231, 2, 84
172.16.115.5/204.146.18.33, 26, 1092
172.16.117.132/207.51.123.250, 4, 168
172.16.115.87/207.68.161.39, 2, 84
172.16.113.204/207.68.178.148, 2, 84
172.16.117.103/192.55.114.10, 18, 756
172.16.115.87/171.21.80.34, 8, 336
172.16.113.204/207.149.188.236, 4, 168
172.16.117.103/209.8.150.31, 12, 504
172.16.114.169/209.73.64.121, 4, 168
172.16.115.234/131.84.1.31, 28, 1176
172.16.114.169/204.233.109.108, 6, 252
172.16.114.207/129.52.71.92, 2, 84
194.7.248.153/172.16.113.204, 568, 59846
172.16.114.168/205.181.112.114, 2, 84
172.16.116.194/199.94.100.2, 2, 84
172.16.114.169/203.18.51.47, 28, 1176
172.16.113.204/205.181.112.65, 1096, 302029
172.16.113.84/204.250.200.22, 2, 84
172.16.115.87/208.134.241.204, 2, 84
172.16.117.52/207.77.90.13, 20, 840
172.16.114.168/152.163.202.133, 4, 168
172.16.117.132/207.121.191.72, 6, 252
135.8.60.182/172.16.113.105, 426, 50791
172.16.113.105/209.67.19.194, 2, 84
172.16.113.105/207.25.71.90, 4, 168
172.16.116.201/209.24.19.166, 2, 84
192.168.1.10/172.16.114.50, 37, 4150
172.16.117.132/192.96.145.250, 2, 84
172.16.116.201/206.252.29.43, 16, 672
172.16.114.168/209.107.25.151, 2, 84
172.16.113.105/207.244.125.85, 4, 168
172.16.113.105/204.101.251.229, 2, 84
172.16.117.111/204.140.12.242, 2, 84
172.16.114.207/207.155.106.5, 2, 84
172.16.115.5/198.97.93.30, 6, 252
172.16.112.149/208.228.229.225, 12, 504
192.168.1.10/172.16.113.204, 103, 14400
172.16.115.5/152.163.210.8, 6, 252
135.8.60.182/172.16.113.50, 120, 19734
172.16.113.84/208.140.130.7, 2, 84
194.7.248.153/192.168.1.20, 2298, 156973
172.16.116.194/146.137.96.68, 6, 252
172.16.115.5/129.79.74.155, 2, 84
172.16.114.169/209.1.112.251, 14, 930
196.37.75.158/192.168.1.20, 837, 62090
172.16.112.149/199.95.74.90, 2, 84
172.16.115.5/192.41.9.232, 12, 504
172.16.117.132/152.163.210.8, 10, 420
172.16.115.234/209.1.224.12, 698, 236071
172.16.116.201/205.228.184.152, 2, 84
172.16.113.105/129.82.100.64, 2, 84
172.16.113.204/207.25.71.145, 6, 252
172.16.115.87/207.46.130.139, 2, 84
172.16.115.5/199.95.74.94, 2, 84
172.16.117.103/207.77.90.13, 26, 1092
172.16.115.5/208.221.32.46, 4, 168
172.16.117.111/207.46.142.37, 2, 84
172.16.114.169/152.163.210.8, 4, 168
172.16.117.111/207.25.71.27, 24, 1008
172.16.116.201/137.78.28.58, 2, 84
194.27.251.21/172.16.113.204, 476, 51965
172.16.115.5/204.146.167.73, 4, 168
172.16.115.5/204.152.167.226, 4, 168
172.16.116.201/208.226.198.46, 2, 84
172.16.113.204/207.46.130.139, 2, 84
172.16.117.111/198.93.24.27, 2, 84
172.16.117.111/205.181.112.65, 10, 420
172.16.115.5/198.69.192.43, 2, 84
172.16.113.105/204.202.136.230, 2, 84
172.16.117.111/132.55.120.26, 8, 336
172.16.114.169/207.25.71.145, 2, 84
172.16.116.201/152.163.210.8, 8, 336
172.16.113.204/192.168.1.20, 1428, 93606
172.16.113.105/206.29.22.111, 4, 168
172.16.117.111/137.245.85.134, 14, 588
172.16.114.207/208.7.181.207, 6, 252
172.16.113.105/209.66.124.179, 2, 84
172.16.116.201/195.166.128.64, 4, 168
172.16.117.103/208.214.174.76, 4, 168
172.16.115.5/206.186.200.115, 4, 168
172.16.115.87/204.250.200.20, 8, 336
172.16.115.5/148.184.174.31, 4, 168
172.16.112.194/208.134.246.201, 2, 84
172.16.117.111/204.244.193.11, 4, 168
172.16.117.132/209.1.112.251, 2, 84
172.16.113.105/199.9.11.241, 4, 168
172.16.112.207/208.221.32.46, 2, 84
172.16.116.194/207.46.148.250, 2, 84
172.16.117.52/192.208.46.131, 2, 84
172.16.113.105/208.215.47.101, 2, 84
172.16.112.194/209.1.112.251, 2, 84
172.16.115.5/209.143.198.141, 4, 168
172.16.113.105/204.123.2.93, 2, 84
172.16.114.169/156.46.46.226, 18, 756
172.16.116.194/152.163.210.53, 4, 168
172.16.114.169/130.91.72.195, 2, 84
172.16.113.204/204.123.2.93, 2, 84
172.16.114.169/128.8.10.29, 4, 168
172.16.117.103/209.66.96.8, 6, 252
172.16.115.5/194.27.251.21, 104, 16745
172.16.117.111/208.7.181.207, 6, 252
172.16.117.111/206.184.238.129, 4, 168
172.16.113.84/205.200.37.91, 8, 336
172.16.112.207/205.181.112.65, 2, 84
172.16.116.201/208.226.198.94, 2, 84
172.16.116.194/205.131.175.20, 10, 420
172.16.115.5/204.71.177.179, 2, 84
172.16.116.201/194.7.248.153, 213, 41970
172.16.113.105/206.161.69.113, 4, 168
172.16.115.5/208.215.47.101, 2, 84
172.16.117.111/152.163.212.171, 74, 10800
172.16.113.105/187.187.187.187, 6, 252
172.16.114.168/205.231.210.13, 12, 504
172.16.113.84/134.205.165.120, 6, 252
172.16.117.111/194.17.55.67, 2, 84
172.16.114.169/206.155.199.203, 4, 168
172.16.116.194/165.227.192.135, 2, 84
172.16.113.105/18.85.40.26, 2, 84
172.16.113.84/206.132.25.71, 12, 504
172.16.117.132/205.228.184.61, 2, 84
172.16.115.87/207.149.188.236, 4, 168
172.16.112.149/160.79.217.102, 22, 924
172.16.112.149/204.146.167.73, 2, 84
172.16.112.149/131.84.1.31, 20, 840
172.16.117.103/197.218.177.69, 47, 10737
172.16.115.87/207.68.137.69, 2, 84
172.16.117.132/194.175.173.177, 2, 84
172.16.115.5/192.111.219.6, 4, 168
172.16.112.20/197.218.177.69, 135, 14552
172.16.116.201/204.71.177.159, 2, 84
172.16.116.201/205.181.112.122, 10, 420
172.16.113.105/204.244.192.12, 2, 84
172.16.117.103/204.146.18.33, 20, 840
172.16.114.168/209.1.224.12, 10, 420
172.16.113.105/207.235.95.4, 4, 168
172.16.115.5/129.63.152.3, 6, 252
172.16.115.5/134.205.131.29, 2, 84
172.16.116.194/199.95.73.221, 2, 84
172.16.117.132/209.143.215.163, 4, 168
172.16.114.148/209.1.112.251, 2, 84
172.16.115.87/206.71.77.228, 4, 168
172.16.114.168/205.219.138.154, 4, 168
172.16.117.132/205.181.112.29, 2, 84
172.16.117.111/142.58.111.2, 2, 84
172.16.114.207/140.174.208.58, 4, 168
172.16.114.169/206.184.238.129, 4, 168
172.16.113.105/149.198.247.6, 4, 168
172.16.113.84/205.181.112.36, 2, 84
172.16.117.132/149.48.46.2, 2, 84
172.16.112.194/209.1.31.43, 4, 168
172.16.114.169/137.245.85.134, 6, 252
172.16.112.207/152.163.210.53, 2, 84
172.16.115.5/207.211.130.15, 2, 84
172.16.117.111/192.254.26.2, 14, 588
172.16.115.5/192.150.12.103, 8, 336
172.16.115.234/205.182.52.70, 4, 168
172.16.113.204/207.77.90.12, 60, 22378
172.16.114.168/209.3.101.30, 2, 84
172.16.116.194/207.51.123.250, 2, 84
172.16.112.194/38.165.144.107, 10, 420
172.16.116.194/151.193.131.9, 4, 168
172.16.115.87/207.68.149.15, 6, 252
172.16.113.204/207.60.96.119, 2, 84
195.115.218.108/172.16.114.207, 593, 84486
172.16.115.5/167.8.29.16, 6, 252
172.16.113.105/209.132.68.26, 4, 168
172.16.115.5/208.131.162.161, 2, 84
172.16.113.84/38.165.144.107, 10, 420
194.27.251.21/172.16.112.194, 27277, 12867499
172.16.115.234/204.71.200.243, 2, 84
172.16.117.132/194.98.7.131, 4, 168
172.16.114.169/205.181.211.160, 12, 504
172.16.112.149/206.214.219.102, 2, 84
172.16.114.169/205.181.112.65, 10, 420
172.16.115.87/207.25.71.27, 8, 336
172.16.117.132/209.185.105.80, 2, 84
172.16.115.5/199.95.74.90, 2, 84
172.16.115.5/205.181.112.36, 2, 84
172.16.114.168/137.78.28.58, 2, 84
172.16.115.87/207.240.140.100, 6, 252
172.16.113.105/134.177.3.28, 6, 252
172.16.113.105/152.163.212.118, 6, 252
172.16.117.52/206.71.77.228, 10, 420
172.16.116.194/207.46.130.139, 16, 672
172.16.115.87/205.228.184.153, 2, 84
172.16.114.169/207.51.123.250, 4, 168
172.16.117.132/208.28.204.71, 4, 168
172.16.117.132/192.254.26.2, 2, 84
172.16.113.84/198.11.57.54, 10, 420
172.16.116.201/142.147.15.9, 6, 252
172.16.114.168/151.193.131.5, 2, 84
172.16.117.111/151.193.131.9, 4, 168
172.16.113.84/194.7.248.153, 353, 38411
172.16.113.105/128.200.126.12, 2, 84
172.16.115.87/209.68.21.99, 2, 84
172.16.114.169/199.8.100.2, 4, 168
172.16.115.87/160.147.217.23, 4, 168
172.16.117.111/205.181.112.66, 2, 84
135.8.60.182/172.16.114.207, 979, 144757
172.16.114.169/207.77.90.200, 8, 336
172.16.117.111/208.194.115.53, 4, 168
172.16.115.87/207.25.71.145, 8, 336
172.16.114.168/206.99.218.19, 2, 84
