index, number_packets_client_server, number_packets_server_client
172.16.112.207/207.121.185.180, 1, 1
172.16.112.207/152.163.210.53, 1, 1
172.16.115.5/156.46.46.226, 9, 9
194.7.248.153/172.16.113.50, 39, 35
172.16.117.103/204.71.200.190, 2, 2
172.16.114.169/204.251.139.35, 1, 1
172.16.117.111/197.182.91.233, 59, 67
172.16.117.132/209.100.54.65, 7, 7
172.16.115.5/204.71.177.179, 1, 1
172.16.115.5/198.69.192.43, 1, 1
172.16.117.111/167.8.29.16, 3, 3
172.16.113.105/207.244.125.85, 2, 2
172.16.115.234/204.152.167.20, 1, 1
172.16.113.84/38.165.144.107, 5, 5
172.16.112.149/142.58.111.2, 1, 1
172.16.113.84/152.163.210.53, 2, 2
172.16.116.194/207.25.71.27, 2, 2
172.16.114.168/204.71.200.74, 4, 4
172.16.117.52/209.1.112.251, 2, 2
172.16.113.84/197.218.177.69, 466, 774
172.16.113.204/207.77.90.12, 27, 33
172.16.114.168/205.231.210.13, 6, 6
172.16.115.5/204.71.200.190, 1, 1
172.16.117.111/198.93.24.27, 1, 1
172.16.115.5/152.163.212.127, 4, 4
172.16.117.52/204.117.137.231, 1, 1
172.16.115.5/206.52.27.11, 2, 2
172.16.115.87/207.25.71.27, 4, 4
172.16.115.5/199.8.100.2, 2, 2
172.16.113.204/129.128.4.241, 70, 101
172.16.113.105/208.156.32.218, 1, 1
172.16.115.5/204.152.167.20, 8, 8
172.16.117.103/199.181.172.241, 8, 8
197.182.91.233/172.16.113.84, 318, 321
172.16.113.105/199.95.74.94, 1, 1
172.16.117.111/208.194.115.50, 2, 2
172.16.115.5/152.163.210.53, 4, 4
172.16.117.103/204.152.167.20, 1, 1
172.16.114.168/207.159.136.28, 3, 3
172.16.115.5/208.131.162.161, 1, 1
172.16.114.207/207.168.8.10, 1, 1
172.16.113.84/205.181.112.122, 4, 4
172.16.117.132/204.117.137.231, 1, 1
172.16.115.5/206.16.140.4, 1, 1
172.16.114.168/208.214.174.76, 2, 2
172.16.117.132/198.3.98.99, 1, 1
172.16.116.194/187.187.187.187, 1, 1
172.16.114.169/207.46.130.139, 100, 118
172.16.113.204/204.71.177.203, 1, 1
172.16.114.148/195.115.218.108, 825, 738
172.16.115.87/139.72.190.30, 3, 3
135.8.60.182/172.16.113.204, 385, 380
172.16.114.169/204.152.167.20, 2, 2
172.16.115.5/204.101.251.229, 1, 1
172.16.113.105/192.9.24.116, 5, 5
172.16.114.207/205.181.112.114, 1, 1
172.16.116.201/206.29.22.111, 2, 2
172.16.114.207/207.109.149.40, 1, 1
172.16.114.148/204.123.2.75, 4, 4
172.16.115.234/207.36.80.170, 1, 1
172.16.117.111/128.32.195.46, 2, 2
172.16.113.105/207.25.71.37, 2, 2
172.16.114.148/167.8.29.16, 12, 12
172.16.115.5/208.9.156.175, 1, 1
172.16.113.105/137.244.199.129, 2, 2
172.16.117.103/131.151.1.19, 2, 2
172.16.117.103/207.229.186.60, 5, 5
172.16.113.84/209.1.112.251, 2, 2
172.16.116.194/207.8.225.130, 1, 1
172.16.115.234/207.211.106.40, 31, 28
172.16.114.169/205.181.112.122, 3, 3
172.16.113.105/199.172.144.24, 1, 1
194.7.248.153/172.16.113.105, 165, 163
172.16.112.194/195.73.151.50, 321, 322
172.16.117.52/204.123.2.93, 1, 1
172.16.113.105/208.131.162.161, 1, 1
172.16.115.5/207.201.138.189, 5, 5
172.16.115.5/131.84.1.31, 21, 21
197.218.177.69/172.16.112.50, 1247, 769
172.16.115.5/199.95.74.94, 1, 1
172.16.114.168/168.178.54.6, 1, 1
172.16.116.194/128.174.95.19, 3, 3
172.16.115.234/209.1.224.12, 328, 370
172.16.116.201/143.166.82.134, 1, 1
172.16.115.87/205.181.112.122, 2, 2
172.16.113.105/152.163.210.8, 3, 3
172.16.113.84/207.68.181.154, 1, 1
172.16.116.194/167.24.103.4, 1, 1
172.16.115.5/204.29.144.200, 7, 7
172.16.113.105/207.178.60.136, 2, 2
172.16.112.20/194.7.248.153, 64, 65
172.16.115.87/152.163.210.53, 4, 4
172.16.117.132/12.9.217.10, 2, 2
172.16.112.50/194.7.248.153, 72, 69
172.16.117.132/165.227.194.60, 5, 5
172.16.114.148/129.48.28.13, 1, 1
172.16.116.194/140.247.197.195, 1, 1
172.16.115.5/208.224.175.19, 1, 1
172.16.114.207/137.245.85.134, 10, 10
172.16.113.105/152.175.1.197, 1, 1
172.16.114.169/206.217.169.205, 1, 1
172.16.114.207/208.194.115.139, 1, 1
172.16.113.204/207.149.73.206, 92, 113
172.16.117.103/206.15.106.89, 1, 1
172.16.115.5/199.9.11.241, 2, 2
172.16.113.105/137.245.85.134, 10, 10
172.16.112.207/192.254.26.2, 7, 7
172.16.117.103/204.71.178.121, 1, 1
172.16.115.5/167.8.29.16, 3, 3
172.16.117.111/129.48.28.13, 3, 3
172.16.114.169/207.82.250.251, 1, 1
172.16.114.169/199.242.194.176, 1, 1
172.16.113.105/208.134.241.222, 1, 1
172.16.114.168/209.8.150.31, 6, 6
197.182.91.233/172.16.113.50, 117, 99
172.16.117.103/199.95.74.92, 1, 1
172.16.116.194/207.60.212.194, 2, 2
172.16.116.194/199.95.74.93, 1, 1
172.16.117.52/209.143.215.163, 2, 2
172.16.114.168/199.95.74.90, 6, 6
172.16.112.149/197.218.177.69, 1332, 3367
172.16.114.168/208.134.241.220, 1, 1
172.16.115.234/131.39.128.61, 3, 3
172.16.113.105/207.158.238.107, 3, 3
172.16.117.103/208.214.174.76, 2, 2
172.16.115.5/207.82.250.251, 1, 1
172.16.114.169/130.91.72.195, 1, 1
172.16.114.168/192.195.23.219, 1, 1
135.8.60.182/172.16.112.149, 418, 408
172.16.114.168/207.135.62.104, 1, 1
172.16.114.169/205.181.112.65, 5, 5
194.27.251.21/172.16.112.194, 12498, 14779
172.16.114.169/209.1.112.251, 7, 7
172.16.115.5/131.84.1.60, 2, 2
172.16.113.84/192.12.64.13, 1, 1
172.16.113.84/167.8.29.16, 6, 6
172.16.115.234/187.187.187.187, 1, 1
172.16.117.103/208.134.246.201, 2, 2
172.16.117.52/206.71.77.228, 5, 5
172.16.116.194/204.162.156.13, 1, 1
172.16.115.5/18.85.40.26, 1, 1
172.16.112.20/195.73.151.50, 52, 52
172.16.116.201/128.197.160.43, 1, 1
172.16.114.207/140.139.57.153, 1, 1
172.16.115.5/152.175.1.197, 1, 1
172.16.112.194/38.165.144.107, 5, 5
172.16.117.111/199.95.74.90, 6, 6
172.16.113.84/204.152.167.20, 3, 3
172.16.117.111/198.202.75.101, 2, 2
172.16.117.132/152.163.210.8, 5, 5
172.16.114.148/136.149.142.178, 15, 15
172.16.114.169/129.79.74.155, 1, 1
172.16.117.111/194.17.55.211, 2, 2
172.16.115.5/206.64.127.143, 1, 1
172.16.113.84/207.46.130.139, 1, 1
172.16.114.169/206.184.238.129, 2, 2
172.16.115.234/209.61.101.125, 1, 1
172.16.114.168/134.205.165.120, 4, 4
172.16.117.111/205.131.175.2, 2, 2
135.8.60.182/172.16.114.50, 145, 154
172.16.113.105/205.181.112.66, 1, 1
172.16.117.111/209.3.101.139, 1, 1
172.16.115.5/209.1.112.251, 5, 5
172.16.116.201/192.96.145.4, 8, 8
172.16.116.194/209.19.139.185, 1, 1
172.16.114.168/194.17.55.67, 1, 1
172.16.114.207/198.93.24.27, 1, 1
172.16.114.168/209.204.216.36, 1, 1
172.16.115.234/208.147.89.70, 1, 1
172.16.117.132/204.152.167.20, 1, 1
172.16.113.84/204.238.155.93, 1, 1
172.16.117.111/209.3.101.30, 1, 1
172.16.116.201/209.1.112.251, 2, 2
172.16.117.103/207.121.190.172, 14, 14
135.8.60.182/172.16.112.50, 1095, 659
172.16.115.87/206.40.199.51, 2, 2
196.227.33.189/192.168.1.20, 189, 608
172.16.115.87/207.68.181.154, 1, 1
172.16.113.204/207.87.25.106, 3, 3
172.16.113.84/198.11.57.54, 5, 5
172.16.114.207/206.138.137.3, 1, 1
172.16.113.105/199.9.11.241, 2, 2
172.16.114.169/196.227.33.189, 466, 472
172.16.114.207/204.140.12.242, 1, 1
172.16.113.84/205.181.112.217, 1, 1
135.13.216.191/172.16.112.149, 524, 516
172.16.112.149/204.71.177.217, 3, 3
172.16.113.105/206.161.69.113, 2, 2
172.16.113.105/192.168.1.20, 170, 283
172.16.113.204/134.205.165.120, 6, 6
172.16.114.168/206.184.238.129, 1, 1
172.16.117.111/137.245.85.134, 7, 7
172.16.112.194/209.1.31.43, 2, 2
172.16.117.111/206.184.238.129, 2, 2
172.16.117.132/209.143.215.163, 2, 2
172.16.116.194/209.3.101.30, 1, 1
172.16.113.84/209.1.31.43, 2, 2
172.16.114.207/207.68.178.209, 1, 1
172.16.115.87/206.243.238.248, 1, 1
172.16.113.105/128.169.92.17, 4, 4
172.16.113.105/199.185.131.55, 1, 1
172.16.117.111/208.219.145.70, 1, 1
172.16.115.5/207.90.176.12, 5, 5
172.16.115.5/134.205.131.29, 1, 1
172.16.115.5/194.27.251.21, 55, 49
172.16.114.168/205.200.37.91, 4, 4
172.16.113.105/206.252.29.43, 7, 7
172.16.113.204/207.77.90.13, 161, 183
192.168.1.20/192.168.1.10, 5, 4
172.16.117.103/208.224.175.19, 2, 2
172.16.113.84/205.181.112.36, 1, 1
172.16.117.111/208.6.210.55, 1, 1
172.16.116.194/207.68.149.15, 1, 1
192.168.1.10/172.16.114.50, 18, 19
172.16.117.111/207.77.90.13, 13, 13
172.16.113.84/198.105.232.108, 1, 1
172.16.116.201/205.164.196.10, 7, 7
172.16.117.103/35.9.6.4, 2, 2
172.16.115.234/207.68.137.69, 1, 1
172.16.117.103/187.187.187.187, 1, 1
172.16.115.87/205.180.57.98, 1, 1
172.16.112.207/38.176.11.51, 4, 4
172.16.116.194/207.240.40.66, 2, 2
172.16.117.103/209.85.124.166, 2, 2
172.16.113.105/209.67.19.194, 1, 1
